StudentID,Name,Gender,AttendanceRate,StudyHoursPerWeek,PreviousGrade,ExtracurricularActivities,ParentalSupport,FinalGrade,Study_Hours,Attendance_Pct,Online_Classes_Taken
1022,Blake Martinez,Female,91.0,30.0,88.0,2.0,Low,72.0,1.3,58.0,False
5831,Joy Henderson,Male,85.0,17.0,88.0,3.0,Low,85.0,0.9,51.0,True
7258,Mary Ramos,Female,91.0,12.0,90.0,1.0,High,90.0,1.3,87.0,False
3550,Colleen Sanchez,Female,92.0,8.0,88.0,0.0,Medium,87.0,2.5,79.0,True
3885,David Cruz,Male,91.0,17.0,65.0,2.0,High,85.0,0.8,61.0,False
4077,Ralph Becker,Male,78.0,20.0,60.0,3.0,Medium,62.0,0.5,83.0,True
1193,Denise Coleman,Male,70.0,8.0,78.0,2.0,High,80.0,0.7,99.0,True
5385,Unknown Student,Male,91.0,15.0,78.0,2.0,Low,90.0,4.3,55.0,True
3281,Samantha Mendoza,Female,91.0,17.0,65.0,2.0,Medium,78.0,0.8,53.0,False
9906,Sean Lyons,Male,88.0,15.0,85.0,2.0,Medium,80.0,2.6,76.0,True
1019,Anthony Smith,Male,85.0,25.0,60.0,0.0,High,90.0,3.3,64.0,False
6906,Kristi Price,Male,85.0,22.0,65.0,0.0,Medium,72.0,1.7,61.0,False
3461,Alex Douglas,Female,91.0,18.0,88.0,2.0,Medium,78.0,3.3,66.0,True
1035,Ian Mcdonald,Male,78.0,30.0,65.0,0.0,Medium,78.0,4.1,57.0,False
5562,David Bauer,Male,90.0,30.0,65.0,0.0,Medium,90.0,1.6,77.0,False
7301,Linda Beasley,Male,91.0,8.0,70.0,3.0,Low,92.0,3.5,65.0,False
1046,Maria Edwards,Male,85.0,17.0,70.0,1.0,High,87.0,0.3,72.0,False
3283,Megan Hutchinson,Female,85.0,10.0,70.0,0.0,High,92.0,4.1,53.0,True
2920,Jaime Simon,Male,70.0,15.0,60.0,1.0,High,87.0,3.3,54.0,True
3591,Thomas Freeman,Male,78.0,30.0,65.0,2.0,High,87.0,0.1,76.0,True
5698,Holly Leon,Male,78.0,15.0,78.0,3.0,High,72.0,2.5,76.0,False
8443,Travis Pierce,Female,91.0,12.0,82.0,3.0,Medium,68.0,1.4,55.0,False
8674,Kristen Galloway,Female,95.0,8.0,60.0,0.0,High,90.0,3.2,62.0,False
2776,Raven Taylor,Male,90.0,30.0,86.0,1.0,High,92.0,1.4,84.0,True
5410,Christina Johnson,Male,91.0,22.0,78.0,3.0,High,80.0,0.2,55.0,False
6428,Jessica Davies,Female,82.0,20.0,70.0,0.0,High,88.0,4.0,76.0,True
5753,Daniel Sullivan,Male,78.0,17.0,85.0,2.0,Low,92.0,4.4,93.0,True
3638,Richard Franklin,Female,85.0,10.0,88.0,2.0,Medium,88.0,4.3,77.0,True
7350,Samantha Klein,Male,92.0,22.0,86.0,2.0,High,88.0,3.1,81.0,True
1244,Becky Perkins,Male,88.0,12.0,85.0,1.0,High,78.0,1.6,68.0,True
2116,Kimberly Pena,Female,91.0,30.0,88.0,2.0,High,68.0,3.6,79.0,False
7701,Anna Martinez,Male,85.0,30.0,70.0,3.0,Medium,90.0,0.4,76.0,False
3592,Monica Johnson,Female,90.0,25.0,60.0,1.0,Low,87.0,1.7,79.0,False
2787,Shannon Porter,Male,78.0,20.0,60.0,0.0,High,62.0,1.6,70.0,False
4497,Amy Stout,Female,91.0,17.0,86.0,0.0,High,90.0,3.9,80.0,True
1886,Unknown Student,Male,85.0,8.0,82.0,2.0,Low,68.0,0.4,54.0,False
7636,Joseph Sherman,Male,88.0,17.0,60.0,2.0,High,85.0,0.9,53.0,True
8021,Maria Walls,Female,88.0,10.0,90.0,1.0,Medium,80.0,2.4,94.0,True
